,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,v_decile_score,start,end,event
1864,,0,,0,0,0.0,1.0,6,70,546,1
1865,,0,,0,0,,1.0,1,0,809,0
1866,,0,,0,0,,1.0,10,41,110,0
1867,,0,,0,0,,1.0,5,288,617,1
1868,,0,,0,0,,27.0,1,0,70,0
1869,,0,8.0,0,0,0.0,0.0,9,3,65,1
1870,,0,,0,0,,1.0,1,25,789,0
1871,,0,8.0,0,0,,0.0,6,2,239,0
1872,,0,,0,0,,1.0,9,0,30,0
1873,,0,,0,0,1.0,1.0,3,0,430,1
1874,26.0,0,,0,0,6.0,1.0,6,1,953,0
1875,,0,,0,1,,1.0,8,273,514,0
1876,,0,8.0,0,0,,0.0,2,1,161,1
1877,,0,,0,0,0.0,3.0,1,0,345,0
1878,,0,,0,0,,1.0,7,1,137,1
1879,,0,,2,0,,1.0,4,0,9,0
1880,,0,4.0,0,0,,24.0,2,0,407,1
1881,,0,4.0,0,0,2.0,1.0,6,1,288,1
1882,,0,2.0,0,0,,1.0,3,0,1056,0
1883,,0,7.0,0,0,,1.0,4,0,1175,0
1884,,0,1.0,0,0,,7.0,1,0,871,0
1885,,0,,0,0,,1.0,7,11,15,0
1886,,0,,0,1,0.0,1.0,9,0,579,1
1887,,2,,0,1,,1.0,6,70,96,0
1888,,0,2.0,0,0,,1.0,2,0,347,1
1889,,0,9.0,0,0,,0.0,6,2,160,1
1890,,0,,0,0,4.0,20.0,7,0,482,1
1891,,0,3.0,0,0,,3.0,1,0,998,0
1892,,0,3.0,0,0,,1.0,2,172,928,0
1893,,0,,0,0,,15.0,3,0,272,1
1894,,0,,0,0,14.0,1.0,5,1,160,0
1895,,0,,1,0,,1.0,9,0,132,1
1896,,0,7.0,0,0,,1.0,5,23,344,1
1897,,0,1.0,0,0,,1.0,2,0,1068,0
1898,,0,7.0,0,0,,207.0,1,0,123,0
1899,,0,5.0,0,0,1.0,1.0,5,0,609,1
1900,,0,,0,0,,1.0,1,60,1048,0
1901,,0,,0,0,,1.0,5,32,1116,0
1902,,0,4.0,0,0,,1.0,3,0,146,1
1903,,0,,0,0,1.0,1.0,4,30,70,1
1904,,0,,0,0,,5.0,2,0,1031,0
1905,,0,,1,0,11.0,69.0,9,0,31,1
1906,,0,,0,0,,1.0,7,6,1166,0
1907,,0,,0,0,,0.0,9,18,30,1
1908,,0,1.0,0,0,0.0,1.0,1,0,905,0
1909,,0,,0,1,2.0,44.0,3,0,603,1
1910,,0,,0,0,,1.0,5,2,17,0
1911,,0,,0,0,,1.0,6,2,367,0
1912,,0,,0,0,,1.0,1,0,898,0
1913,,0,,0,0,0.0,1774.0,2,0,107,1
1914,,0,10.0,3,0,,1.0,8,17,561,0
1915,,0,9.0,0,0,,1.0,7,289,1178,0
1916,,0,,0,0,,0.0,2,48,85,1
1917,,0,4.0,0,1,,4.0,4,0,105,0
1918,,0,,0,0,,107.0,5,0,213,1
1919,,0,,0,0,,523.0,5,5,1134,0
1920,,0,1.0,0,0,,1.0,1,0,974,0
1921,,0,,0,0,,3.0,1,0,877,0
1922,,0,3.0,0,0,0.0,1.0,4,0,146,1
1923,,0,,0,0,,1.0,3,0,174,1
1924,,0,,0,0,1.0,1320.0,1,0,765,0
1925,,0,,0,0,,0.0,5,4,108,0
1926,,0,10.0,0,0,,1.0,8,108,146,0
1927,,0,2.0,0,0,,3.0,1,0,970,0
1928,,0,,0,0,2.0,0.0,1,1,785,0
1929,,0,,0,0,8.0,0.0,5,0,130,1
1930,,0,3.0,0,0,1.0,23.0,4,0,52,1
1931,,0,,0,0,,3.0,1,0,996,0
1932,,0,,1,0,,1.0,3,7,797,0
1933,,0,5.0,0,0,,0.0,9,1,78,1
1934,,0,1.0,0,0,,2.0,2,0,188,0
1935,,0,,0,0,,1.0,7,309,711,0
1936,,0,,0,0,0.0,7.0,1,0,989,0
1937,,0,,0,0,,1.0,2,0,328,0
1938,,0,1.0,0,0,,37.0,1,0,102,0
1939,,0,,0,0,0.0,1.0,4,6,734,0
1940,,0,,0,0,0.0,1.0,5,0,1121,0
1941,,0,4.0,0,0,0.0,1.0,7,0,1150,0
1942,,0,,0,0,,0.0,3,2,936,0
1943,,0,5.0,0,0,9.0,1.0,2,4,867,0
1944,,0,,0,0,,0.0,7,0,1170,0
1945,,0,,0,0,,0.0,6,1,35,0
1946,,0,1.0,0,0,,2.0,2,0,946,0
1947,,0,4.0,0,0,0.0,1.0,3,27,911,0
1948,,0,,0,0,,1.0,3,0,2,1
1949,,0,,0,0,,1.0,5,0,137,0
1950,,0,3.0,0,0,,1.0,2,0,127,1
1951,,0,1.0,0,0,,0.0,1,1,203,0
1952,,0,,0,0,0.0,1.0,1,0,1146,0
1953,,0,1.0,0,0,,1.0,1,1,768,0
1954,,0,,0,0,2.0,69.0,6,0,244,0
1955,,0,,0,0,,1.0,2,99,101,1
1956,,0,,0,0,5.0,1.0,5,0,111,0
1957,,0,,0,0,,1259.0,2,0,762,0
1958,,0,,0,0,,28.0,6,0,352,0
1959,,0,,0,0,5.0,1.0,2,464,550,0
1960,,0,4.0,0,0,,1.0,3,0,803,0
1961,,0,,0,0,5.0,4984.0,3,0,974,0
1962,,0,,0,0,,1.0,1,0,99,1
1963,,0,,0,0,,11.0,1,0,36,0
1964,,0,,0,0,0.0,1.0,1,0,844,0
1965,,0,3.0,0,0,,2.0,1,0,194,1
1966,,0,1.0,0,0,0.0,0.0,1,0,738,0
1967,,2,8.0,0,0,,21.0,9,0,275,0
1968,,0,9.0,0,0,16.0,47.0,9,0,466,0
1969,,0,,0,0,0.0,1.0,5,28,1077,0
1970,,0,9.0,0,0,,1.0,8,63,166,1
1971,,0,4.0,0,0,0.0,0.0,4,0,940,0
1972,,0,,0,0,1.0,1.0,2,1,957,0
1973,,0,,0,0,,0.0,4,13,35,0
1974,,0,6.0,0,0,1.0,1.0,6,7,1042,0
1975,,0,,0,0,,356.0,2,0,302,1
1976,,0,,0,0,,330.0,3,0,1075,0
1977,,0,,0,0,,1.0,1,0,911,0
1978,,0,7.0,0,1,,0.0,8,1,603,1
1979,,0,,0,0,,1.0,1,0,473,1
1980,,0,,0,0,,0.0,1,14,418,1
1981,,0,,0,0,,1.0,4,0,259,0
1982,,0,,1,0,,1.0,5,14,83,1
1983,,0,5.0,0,0,4.0,1.0,6,29,1170,0
1984,,0,,1,0,14.0,1.0,7,1,134,1
1985,,0,5.0,0,0,,1.0,4,0,864,0
1986,,0,,0,0,,1.0,1,201,467,1
1987,,0,,0,0,,0.0,6,34,91,1
1988,,0,,0,0,12.0,74.0,2,0,87,0
1989,,0,10.0,0,0,,1.0,8,0,19,1
1990,,0,,0,1,,1.0,2,3,60,0
1991,,0,6.0,0,0,,1.0,4,2,877,1
1992,,0,,0,0,1.0,1.0,2,1,1066,0
1993,,0,,0,0,,1.0,4,325,1177,0
1994,,0,,0,0,,1.0,1,0,743,0
1995,,0,,0,0,1.0,1.0,9,0,840,0
1996,,0,3.0,0,0,,536.0,1,0,123,0
1997,,0,,0,0,,1.0,1,48,615,1
1998,,0,,0,0,,22.0,1,0,877,0
1999,,0,3.0,0,0,,1.0,1,2,580,1
2000,,0,1.0,0,0,4.0,1.0,1,0,1119,0
2001,,0,7.0,0,0,,105.0,6,0,169,0
2002,,0,,0,1,,1.0,3,0,47,0
2003,,0,,0,0,,1.0,1,0,1169,0
2004,,0,2.0,0,0,2.0,1.0,2,1,928,0
2005,,0,,0,0,5.0,13.0,1,0,157,0
2006,,0,3.0,0,0,,0.0,4,1,758,0
2007,,0,7.0,0,0,4.0,1.0,3,0,145,1
2008,,0,,0,0,,1.0,4,0,1133,1
2009,,0,,0,0,,1.0,1,2,789,0
2010,,0,4.0,0,0,,10.0,4,0,688,0
2011,,0,,1,0,13.0,207.0,9,0,11,1
2012,,0,,0,0,,1.0,3,0,823,0
2013,,0,2.0,0,1,,1.0,1,0,1038,0
2014,,0,,0,0,4.0,247.0,1,0,132,1
2015,,0,1.0,0,0,,1.0,1,115,1158,0
2016,,0,1.0,0,0,,93.0,1,0,104,0
2017,,0,2.0,0,0,1.0,1.0,2,0,963,0
2018,,0,,0,1,,1.0,2,0,742,1
2019,,0,4.0,0,0,,1.0,1,0,841,0
2020,,0,5.0,0,0,0.0,1.0,7,49,298,0
2021,,0,10.0,0,0,16.0,1.0,6,483,501,1
2022,,0,,0,0,2.0,1.0,3,2,41,1
2023,,0,4.0,0,0,0.0,1.0,4,0,1083,0
2024,,0,6.0,0,0,1.0,0.0,6,2,792,0
2025,,0,,0,0,,1.0,4,0,955,0
2026,,0,10.0,0,0,13.0,1.0,9,0,99,0
2027,,0,1.0,0,0,,1.0,1,1,812,1
2028,,0,,0,0,2.0,1.0,3,0,705,0
2029,,0,,0,0,,1.0,1,0,1067,0
2030,,0,1.0,0,0,0.0,1.0,1,0,735,0
2031,,0,4.0,0,1,,1.0,5,0,380,1
2032,,4,9.0,0,0,,497.0,9,0,1096,0
2033,,0,,0,0,,1.0,2,0,955,1
2034,,0,3.0,0,0,2.0,1.0,2,9,325,1
2035,,0,,0,0,2.0,1.0,2,161,282,1
2036,,0,,0,0,,33.0,1,0,104,0
2037,,0,,0,0,1.0,1.0,10,15,77,1
2038,,0,,0,0,,1.0,5,1,213,1
2039,,0,,0,0,2.0,0.0,3,3,618,0
2040,,0,,0,0,,1.0,6,0,15,1
2041,,0,4.0,0,1,,1.0,1,2,753,1
2042,,0,,0,0,1.0,1.0,1,0,884,0
2043,,0,,0,0,,71.0,3,0,864,1
2044,,0,,0,0,8.0,1.0,2,0,138,0
2045,,0,3.0,0,0,,1.0,2,1,275,1
2046,,0,,0,0,1.0,1.0,6,0,212,1
2047,,0,8.0,0,1,7.0,47.0,9,0,507,0
2048,,0,,0,0,,1.0,1,0,774,0
2049,,0,,0,0,,1.0,5,3,183,0
2050,,0,6.0,0,0,11.0,1.0,2,44,444,1
2051,,0,,0,0,,1.0,5,0,193,0
2052,,0,8.0,0,0,6.0,189.0,5,0,70,0
2053,,0,7.0,0,0,,112.0,2,0,217,1
2054,,0,,1,1,,1.0,3,0,93,0
2055,,0,,0,0,0.0,1.0,2,2,481,1
2056,43.0,0,,0,0,,21.0,4,0,842,0
2057,,0,3.0,0,0,,1.0,2,1,53,0
2058,,0,7.0,0,0,,1.0,2,0,51,0
2059,,0,2.0,1,0,4.0,31.0,1,0,112,1
2060,,0,,0,0,4.0,16.0,2,0,910,0
2061,,0,,0,0,,1.0,5,18,1172,0
2062,,0,,0,0,,1.0,8,0,224,0
2063,,0,,0,0,,1.0,1,1,830,0
2064,,0,6.0,0,0,,1.0,6,5,6,1
2065,,0,,0,0,,0.0,1,0,1158,0
2066,,0,7.0,0,1,,1.0,6,27,142,1
2067,,0,3.0,0,0,,0.0,3,18,935,0
2068,,0,,2,1,13.0,0.0,3,14,22,1
2069,,0,,0,0,2.0,1.0,3,7,143,0
2070,,0,2.0,0,0,,0.0,5,0,1,1
2071,,2,10.0,0,0,,1.0,7,85,132,0
2072,,0,1.0,0,0,,1.0,1,0,851,0
2073,,0,,0,0,0.0,1.0,4,6,85,1
2074,,0,,0,0,0.0,1.0,8,5,96,1
2075,,0,,0,0,1.0,1.0,1,4,223,1
2076,,0,,0,0,,1.0,2,0,895,0
2077,,0,2.0,0,0,,219.0,1,0,293,1
2078,,0,,0,2,,2.0,6,3,6,1
2079,,0,,0,2,,1.0,6,2,92,0
2080,,0,5.0,0,0,,1.0,3,26,1184,0
2081,,0,,0,0,,1.0,3,0,255,1
2082,,0,3.0,0,0,2.0,34.0,3,0,253,0
2083,,0,,0,0,,1.0,1,0,1136,0
2084,,0,,0,0,,1.0,8,0,525,1
2085,,0,3.0,0,1,0.0,1.0,5,0,1175,0
2086,,0,4.0,0,0,,0.0,2,93,948,0
2087,,0,1.0,0,0,,3.0,1,0,1068,0
2088,,0,,0,0,,1.0,2,0,1165,0
2089,,0,,0,0,,1.0,6,4,97,0
2090,,0,1.0,0,0,1.0,0.0,1,1,67,1
2091,,0,,0,0,0.0,1.0,5,36,110,0
2092,,1,7.0,0,0,,113.0,8,0,1120,0
2093,,0,1.0,0,0,2.0,1.0,1,0,215,0
2094,,0,6.0,0,0,9.0,4.0,8,0,232,0
2095,,0,,0,0,,1.0,1,0,996,0
2096,,0,,0,0,,0.0,2,0,810,0
2097,,0,,0,0,,1.0,5,127,881,1
2098,,0,,0,0,,1.0,3,1,158,1
2099,,0,3.0,0,0,3.0,1.0,2,0,244,1
2100,,0,1.0,0,0,,1.0,1,0,867,0
2101,,0,2.0,0,0,,1.0,3,0,739,0
2102,,0,4.0,0,0,,1.0,2,0,748,0
2103,,0,7.0,1,0,,55.0,5,0,301,0
2104,,0,9.0,0,0,,1.0,4,54,277,0
2105,,0,9.0,0,0,0.0,1.0,7,0,66,1
2106,,0,,0,0,,2.0,9,79,657,0
2107,,0,,0,0,,1.0,4,68,118,1
2108,,0,5.0,0,0,,1.0,6,0,1147,0
2109,,0,4.0,0,0,4.0,0.0,3,0,815,0
2110,,0,,0,0,0.0,1.0,1,0,741,0
2111,,0,1.0,0,0,,56.0,3,0,1107,0
2112,,0,10.0,0,0,12.0,1.0,7,5,38,0
2113,,0,1.0,0,0,,1.0,1,0,850,0
2114,,0,10.0,0,1,,1.0,7,0,705,1
2115,,0,7.0,0,0,5.0,1.0,3,0,35,0
2116,,1,,0,0,,1.0,5,17,753,0
2117,,0,8.0,0,0,1.0,245.0,3,0,30,1
2118,,0,,0,0,,1.0,2,0,863,0
2119,,0,6.0,0,0,,1.0,4,2,1071,0
2120,,0,,0,0,11.0,13.0,1,0,645,1
2121,,0,,0,0,2.0,1.0,1,1,843,0
2122,,0,2.0,0,0,,26.0,2,0,779,1
2123,,0,,0,0,,1.0,9,0,6,0
2124,,0,6.0,0,0,,1.0,5,85,101,1
2125,,0,,0,0,,1.0,1,0,934,0
2126,,0,,0,0,,13.0,4,0,404,1
2127,,0,1.0,0,0,0.0,0.0,1,0,1069,0
2128,,0,,0,0,0.0,0.0,3,1,972,0
2129,,0,,2,0,5.0,3.0,4,0,634,0
2130,,0,,1,0,,0.0,9,59,59,1
2131,,0,,0,1,,1.0,8,1,104,1
2132,,0,,0,0,1.0,1.0,9,48,195,1
2133,,0,6.0,0,0,0.0,2.0,6,0,1016,0
2134,,0,,0,0,,1.0,9,0,426,0
2135,,0,5.0,0,0,,1.0,3,0,33,1
2136,,0,4.0,0,0,3.0,1.0,4,11,148,1
2137,,0,1.0,0,0,0.0,1.0,1,0,782,0
2138,,0,9.0,0,0,11.0,1.0,4,0,61,1
2139,,0,5.0,0,0,,0.0,7,2,348,1
2140,,0,,0,0,,1.0,1,1,328,1
2141,,1,,0,0,,123.0,8,0,408,1
2142,,0,,0,0,18.0,1.0,3,8,191,1
2143,,0,,0,0,15.0,1.0,5,55,594,0
2144,,0,,0,0,,1.0,2,0,1115,0
2145,,0,,0,0,,0.0,3,1,77,1
2146,,0,,0,0,,21.0,1,0,904,0
2147,,0,3.0,0,0,,4.0,2,0,991,0
2148,,0,,0,0,,1.0,7,11,189,1
2149,,0,,0,0,,0.0,1,0,1176,0
2150,,0,5.0,0,0,,1.0,5,0,1161,0
2151,,0,2.0,0,0,,1.0,3,0,340,1
2152,,0,,0,0,,96.0,7,0,80,1
2153,,0,2.0,0,0,0.0,1.0,2,0,912,0
2154,,0,,0,0,,25.0,3,0,185,1
2155,,0,,0,0,3.0,1.0,1,0,1140,0
2156,,0,,0,0,3.0,226.0,1,0,1025,1
2157,,0,,0,0,1.0,1.0,2,1,1118,0
2158,,0,5.0,0,0,,1.0,4,0,589,1
2159,,0,3.0,1,0,,0.0,5,1,109,0
2160,,0,1.0,0,0,1.0,1.0,1,0,1174,0
2161,,0,4.0,0,0,,1.0,3,0,939,0
2162,,0,1.0,0,0,0.0,1.0,1,1,909,0
2163,,0,8.0,0,0,4.0,13.0,7,0,7,1
2164,,0,6.0,0,0,,1.0,1,0,549,0
2165,,0,2.0,0,0,0.0,1.0,1,0,828,0
2166,,0,,0,0,,1.0,5,2,836,0
2167,,0,,0,0,0.0,1.0,5,0,213,1
2168,,0,,0,0,,1.0,8,15,152,1
2169,,0,1.0,0,0,0.0,1.0,1,0,1144,0
2170,,0,,0,0,,399.0,1,0,430,0
2171,,0,,0,0,,1.0,9,0,868,0
2172,,1,6.0,0,0,1.0,79.0,6,0,81,1
2173,,0,,0,0,0.0,5.0,1,0,31,1
2174,,0,,0,0,,1.0,10,34,684,1
2175,,0,1.0,0,0,,17.0,1,0,889,0
2176,,0,1.0,0,0,3.0,1.0,1,0,673,1
2177,,0,3.0,0,0,0.0,1.0,2,0,371,0
2178,,0,,0,0,,1.0,2,0,22,1
2179,,0,6.0,0,0,0.0,2.0,5,0,65,0
2180,,0,,0,0,,1.0,1,0,1134,0
2181,,0,7.0,5,0,,1.0,2,30,138,1
2182,,0,,0,0,,1.0,5,238,1052,0
2183,,0,1.0,0,0,0.0,0.0,1,1,645,1
2184,,1,,0,0,,37.0,7,0,59,1
2185,,0,,0,0,2.0,0.0,3,193,292,1
2186,,0,,0,0,2.0,1.0,2,0,1161,0
2187,,0,3.0,0,0,,1.0,3,1,214,1
2188,,0,,0,0,,86.0,3,0,262,1
2189,,0,,0,0,0.0,1.0,1,0,442,1
2190,,0,1.0,0,0,,15.0,2,0,878,0
2191,,0,4.0,0,0,,1.0,4,4,103,1
2192,28.0,0,,0,0,,0.0,2,0,550,1
2193,,0,,0,0,,120.0,2,0,805,0
2194,43.0,0,,0,0,,1.0,1,0,734,0
2195,,0,1.0,0,0,,1.0,1,1,752,0
2196,,0,,2,0,15.0,1.0,5,1,52,1
2197,,0,7.0,0,0,6.0,1.0,1,13,35,1
2198,,0,,0,0,,624.0,7,0,907,0
2199,,0,9.0,0,0,17.0,1.0,9,129,373,1
2200,,0,1.0,0,0,,3.0,1,0,89,1
2201,,0,,0,1,,1.0,8,241,279,0
2202,,0,2.0,0,0,,1.0,2,0,291,1
2203,,0,3.0,0,1,,1.0,5,0,953,0
2204,,0,7.0,0,0,,1.0,1,33,271,1
2205,,0,,0,0,,1.0,1,0,838,0
2206,,0,1.0,0,0,,0.0,1,0,916,0
2207,,0,,0,0,,1.0,6,0,982,0
2208,,0,,0,0,,1.0,2,5,914,0
2209,,0,2.0,0,0,1.0,0.0,2,0,181,0
2210,,0,,0,0,,1.0,1,9,609,1
2211,,0,8.0,1,2,,1.0,9,12,631,0
2212,,1,,0,0,,1154.0,4,0,1118,0
2213,,0,5.0,0,0,6.0,10.0,4,0,101,1
2214,,0,1.0,0,0,,2.0,1,0,1,1
2215,,0,,0,0,0.0,0.0,1,0,471,0
2216,,0,,0,3,,1.0,6,0,32,1
2217,,0,1.0,0,0,,1.0,1,0,1119,0
2218,,0,6.0,0,0,,8.0,4,0,249,1
2219,,0,,0,0,3.0,1.0,8,0,10,1
2220,,0,,0,0,,0.0,1,22,142,0
2221,,0,5.0,0,0,,1.0,3,2,775,0
2222,,0,7.0,0,0,1.0,613.0,6,0,895,0
2223,,1,10.0,2,2,,1.0,10,0,132,1
2224,,3,,0,0,,1.0,5,0,392,0
2225,,0,,0,0,,22.0,1,0,30,1
2226,,0,,0,0,5.0,1.0,3,4,341,1
2227,,0,,0,0,,5.0,1,0,1005,0
2228,,0,2.0,1,0,,92.0,1,0,114,0
2229,,0,8.0,0,0,0.0,1.0,9,8,65,1
2230,,0,1.0,0,0,,3.0,1,0,781,0
2231,,0,,0,0,0.0,1.0,5,0,374,1
2232,,0,,0,0,0.0,1.0,8,2,812,0
2233,,0,,0,0,,1.0,1,2,697,0
2234,,0,,0,0,0.0,1.0,2,0,813,0
2235,,0,2.0,0,0,,1.0,3,0,69,0
2236,,0,4.0,0,0,,1.0,2,0,79,1
2237,31.0,0,5.0,0,0,,1.0,4,0,365,1
2238,,0,,0,0,,1.0,2,0,778,0
2239,,0,2.0,0,0,,1.0,2,1,34,1
2240,,0,5.0,0,0,7.0,1.0,5,9,46,0
2241,,0,,0,0,,0.0,1,0,1061,0
2242,,0,,0,0,,1.0,1,41,114,1
2243,,0,,0,0,2.0,29.0,1,0,1082,0
2244,,1,10.0,0,0,6.0,1.0,9,553,749,1
2245,,0,,1,0,,1.0,10,0,138,0
2246,,0,1.0,0,0,,1.0,1,0,747,0
2247,,0,,0,0,,1.0,9,3,125,1
2248,,0,,0,0,,0.0,2,0,1173,0
2249,,0,,0,0,,50.0,9,0,18,1
2250,,0,6.0,0,0,,1.0,7,2,948,0
2251,,0,,0,0,,0.0,6,5,168,1
2252,,0,,0,0,0.0,1.0,1,0,1132,0
2253,,0,8.0,0,0,,398.0,9,0,237,0
2254,,0,7.0,0,0,0.0,1.0,2,1,76,0
2255,,0,,0,0,11.0,69.0,7,0,551,1
2256,,0,2.0,0,0,0.0,1.0,1,1,711,1
2257,,0,,0,0,,26.0,4,0,910,0
2258,,0,6.0,0,0,2.0,310.0,5,0,530,0
2259,,0,7.0,0,0,12.0,2.0,3,0,51,0
2260,,0,8.0,0,0,,217.0,4,0,544,0
2261,,0,,0,0,2.0,1017.0,1,0,266,0
2262,,0,,0,0,,1.0,2,0,973,0
2263,,0,,0,0,,1.0,1,0,143,1
2264,,0,3.0,0,0,9.0,1.0,4,15,91,1
2265,,0,3.0,0,0,,1.0,3,3,1131,0
2266,,0,8.0,1,0,,0.0,8,1,748,1
2267,,0,,0,0,,1.0,1,0,746,0
2268,,0,,0,0,,1.0,3,0,1161,0
2269,,0,,0,0,,3.0,6,0,191,1
2270,,0,1.0,0,0,1.0,1.0,1,0,507,1
2271,,0,,0,0,1.0,4.0,4,0,137,0
2272,,0,5.0,0,1,1.0,1.0,4,0,5,1
2273,,0,1.0,0,0,2.0,1.0,1,0,917,0
2274,,0,10.0,0,0,,1120.0,10,0,607,1
2275,,0,2.0,0,0,1.0,1.0,3,0,346,1
2276,,0,3.0,0,0,4.0,123.0,2,0,25,1
2277,,0,,0,0,,1.0,6,0,1098,0
2278,,0,,0,0,,1.0,3,0,262,1
2279,,1,,0,0,4.0,154.0,9,0,122,1
2280,,0,,0,0,,1.0,2,0,1184,0
2281,,0,,0,0,2.0,14.0,3,0,147,0
2282,,0,,0,0,0.0,1.0,1,1,7,0
2283,,0,7.0,0,0,,1.0,2,0,99,0
2284,,0,2.0,0,0,,1.0,2,1,704,1
2285,,0,,0,0,7.0,1.0,4,0,1038,0
2286,,0,,0,0,2.0,4.0,1,0,991,0
2287,,0,,0,0,,1.0,5,3,309,0
2288,,0,2.0,0,0,,1.0,1,0,790,0
2289,,0,7.0,0,0,,1.0,5,1,753,0
2290,,0,,0,0,2.0,1.0,3,0,86,0
2291,,0,4.0,0,0,,1.0,4,53,198,1
2292,,0,,3,2,,0.0,7,5,89,0
2293,,0,6.0,0,0,,0.0,6,1,1109,0
2294,,0,10.0,0,0,,1.0,9,1,45,1
2295,,0,1.0,0,0,,1.0,1,0,685,1
2296,,0,,0,0,,29.0,4,0,1008,0
2297,,0,,0,0,,49.0,6,0,300,0
2298,,0,,0,0,,1.0,1,0,786,0
2299,,0,,0,0,,1.0,7,0,749,0
2300,,1,,0,0,,95.0,4,0,92,1
2301,,0,,0,0,0.0,0.0,4,0,743,0
2302,,0,7.0,0,0,5.0,1.0,6,6,64,1
2303,,0,,0,0,4.0,1.0,1,1,94,0
2304,,0,3.0,0,0,1.0,1.0,3,0,601,1
2305,,0,,0,0,1.0,1.0,1,4,405,1
2306,,0,,0,0,,353.0,3,0,4,1
2307,,0,10.0,1,0,,0.0,10,0,711,1
2308,,0,,0,0,,12.0,1,0,778,0
2309,,0,2.0,0,0,,45.0,1,0,1078,0
2310,,0,3.0,0,0,,1.0,3,0,955,0
2311,,0,1.0,0,0,,5.0,1,0,1110,0
2312,,0,,0,0,,2.0,2,0,98,0
2313,,0,10.0,3,0,,1.0,7,41,229,1
2314,,0,,0,0,1.0,65.0,1,0,1009,0
2315,,0,,0,0,,1.0,2,0,234,0
2316,,0,,0,0,,0.0,3,3,180,1
2317,,0,2.0,0,0,,1.0,5,0,333,0
2318,,0,,0,0,3.0,1.0,6,1,1084,0
2319,,0,2.0,0,0,0.0,4.0,3,0,867,1
2320,,0,,0,0,,173.0,1,0,799,0
2321,,0,,0,1,0.0,1.0,7,7,287,1
2322,,0,1.0,0,0,,2.0,1,0,396,1
2323,,0,,0,0,1.0,1.0,3,5,247,1
2324,,0,2.0,0,0,,1.0,3,0,771,0
2325,,0,,0,0,3.0,1.0,1,0,1119,0
2326,,0,,0,0,,1.0,7,77,383,1
2327,,0,,0,0,1.0,26.0,8,0,36,0
2328,,0,,0,0,0.0,0.0,2,13,749,0
2329,,0,,0,0,,1.0,1,0,1161,0
2330,,0,,0,0,,0.0,1,1,855,0
2331,,1,,0,0,,189.0,10,0,268,1
2332,,0,3.0,0,0,4.0,72.0,4,0,877,0
2333,,0,,0,0,0.0,1.0,1,0,1140,0
2334,,0,7.0,0,0,,1.0,5,46,49,1
2335,,0,,0,1,,1.0,4,0,20,0
2336,,0,,0,0,,1.0,9,0,126,0
2337,,0,,0,0,9.0,42.0,3,0,665,0
2338,,0,,0,0,0.0,1.0,1,0,357,1
2339,,0,,0,0,1.0,0.0,6,0,374,1
2340,,0,,0,0,1.0,1.0,1,0,21,0
2341,,0,,0,1,,0.0,4,2,239,1
2342,,0,,0,0,,5.0,1,0,1115,0
2343,,0,,0,0,,1.0,2,0,785,0
2344,,0,1.0,0,0,2.0,114.0,2,0,131,1
2345,,0,3.0,0,0,0.0,1.0,2,7,58,1
2346,,0,,0,0,,1.0,4,0,790,0
2347,,0,1.0,0,0,,1.0,1,0,118,1
2348,,0,3.0,0,0,2.0,10.0,2,0,962,0
2349,,0,,0,0,,0.0,2,1,917,0
2350,,0,,0,0,1.0,1.0,1,0,39,1
2351,,0,1.0,0,0,,1.0,1,28,1063,0
2352,,0,,0,3,3.0,1.0,4,0,544,1
2353,,0,,0,0,,1.0,2,0,1078,0
2354,,0,,0,0,1.0,1.0,3,1,1041,0
2355,,0,7.0,0,0,,36.0,4,0,15,0
2356,,0,,0,0,,1.0,3,1,159,1
2357,,0,6.0,0,0,,0.0,4,1,476,1
2358,,0,,0,0,,92.0,2,0,733,0
2359,,0,,0,0,,1.0,2,0,73,0
2360,,0,,0,0,,1117.0,1,0,261,1
2361,,0,,0,0,,1.0,5,22,82,0
2362,,0,,0,0,1.0,1.0,7,0,409,1
2363,,1,,0,0,,1.0,6,3,405,1
2364,,0,1.0,0,0,,2009.0,1,0,694,0
2365,,0,8.0,0,0,,1.0,2,0,37,1
2366,,0,,0,0,4.0,0.0,2,0,43,0
2367,,0,1.0,0,0,,1.0,1,0,837,0
2368,,0,,0,0,,1.0,9,1,809,0
2369,,0,7.0,0,0,,1.0,6,0,63,0
2370,,0,7.0,0,0,,1.0,2,29,140,0
2371,,3,7.0,0,0,,1.0,3,81,1161,0
2372,,0,6.0,1,3,,1.0,6,0,31,0
2373,,0,,0,0,,1.0,7,0,71,1
2374,,0,,0,0,,1.0,1,2,1056,0
2375,,0,,0,0,,0.0,1,1,783,0
2376,,0,,0,0,,1.0,2,53,1099,0
2377,,0,4.0,0,0,2.0,90.0,4,0,729,0
2378,,0,,0,0,,1.0,1,18,1055,0
2379,,0,,0,0,,1.0,2,1,968,0
2380,,0,,0,0,0.0,1.0,2,0,796,0
2381,,0,4.0,0,0,3.0,1.0,2,0,173,1
2382,,0,,0,0,,1.0,5,1,91,1
2383,,0,1.0,0,0,,1.0,2,0,865,0
2384,,0,,0,0,11.0,1.0,9,12,48,1
2385,,0,3.0,0,0,0.0,1.0,6,1,829,0
2386,,0,,0,0,,1.0,3,43,47,1
2387,,0,,0,0,,0.0,6,1,313,1
